1, 1.750, 1.751, 0.816, 0.816, 
2, 1.750, 1.751, 0.815, 0.816, 
3, 1.749, 1.750, 0.814, 0.816, 
4, 1.748, 1.749, 0.814, 0.815, 
5, 1.748, 1.748, 0.813, 0.814, 
6, 1.747, 1.747, 0.812, 0.813, 
7, 1.746, 1.746, 0.812, 0.812, 
8, 1.746, 1.745, 0.811, 0.811, 
9, 1.745, 1.744, 0.810, 0.810, 
10, 1.744, 1.743, 0.810, 0.809, 
11, 1.744, 1.743, 0.809, 0.808, 
12, 1.743, 1.742, 0.808, 0.808, 
13, 1.742, 1.742, 0.808, 0.808, 
14, 1.742, 1.742, 0.807, 0.807, 
15, 1.741, 1.741, 0.806, 0.807, 
16, 1.740, 1.741, 0.806, 0.806, 
17, 1.740, 1.740, 0.805, 0.806, 
18, 1.739, 1.739, 0.804, 0.805, 
19, 1.738, 1.739, 0.804, 0.804, 
20, 1.738, 1.738, 0.803, 0.803, 
21, 1.737, 1.737, 0.802, 0.802, 
22, 1.736, 1.736, 0.802, 0.801, 
23, 1.736, 1.735, 0.801, 0.801, 
24, 1.735, 1.734, 0.800, 0.800, 
25, 1.734, 1.734, 0.800, 0.799, 
26, 1.734, 1.733, 0.799, 0.799, 
27, 1.733, 1.733, 0.798, 0.798, 
