1, 1.7502, 1.7509, 0.8158, 0.8164, 
2, 1.7495, 1.7507, 0.8151, 0.8162, 
3, 1.7489, 1.7502, 0.8144, 0.8158, 
4, 1.7482, 1.7494, 0.8138, 0.8150, 
5, 1.7475, 1.7484, 0.8131, 0.8140, 
6, 1.7469, 1.7472, 0.8124, 0.8128, 
7, 1.7462, 1.7460, 0.8118, 0.8117, 
8, 1.7455, 1.7449, 0.8111, 0.8105, 
9, 1.7449, 1.7439, 0.8104, 0.8096, 
10, 1.7442, 1.7431, 0.8098, 0.8088, 
11, 1.7435, 1.7426, 0.8091, 0.8082, 
12, 1.7429, 1.7422, 0.8084, 0.8078, 
13, 1.7422, 1.7419, 0.8078, 0.8075, 
14, 1.7415, 1.7417, 0.8071, 0.8072, 
15, 1.7409, 1.7413, 0.8064, 0.8069, 
16, 1.7402, 1.7408, 0.8058, 0.8064, 
17, 1.7395, 1.7402, 0.8051, 0.8058, 
18, 1.7389, 1.7395, 0.8044, 0.8050, 
19, 1.7382, 1.7386, 0.8038, 0.8041, 
20, 1.7375, 1.7376, 0.8031, 0.8032, 
21, 1.7369, 1.7367, 0.8024, 0.8023, 
22, 1.7362, 1.7358, 0.8018, 0.8014, 
23, 1.7355, 1.7350, 0.8011, 0.8006, 
24, 1.7349, 1.7343, 0.8004, 0.7999, 
25, 1.7342, 1.7337, 0.7998, 0.7994, 
26, 1.7335, 1.7332, 0.7991, 0.7989, 
27, 1.7329, 1.7328, 0.7984, 0.7984, 
