96, 1.687, 1.687, 0.752, 0.752, 
97, 1.686, 1.686, 0.752, 0.752, 
98, 1.686, 1.686, 0.751, 0.751, 
99, 1.685, 1.685, 0.750, 0.750, 
100, 1.684, 1.684, 0.750, 0.750, 
101, 1.684, 1.684, 0.749, 0.749, 
102, 1.683, 1.683, 0.748, 0.748, 
103, 1.682, 1.682, 0.748, 0.748, 
104, 1.682, 1.681, 0.747, 0.747, 
105, 1.681, 1.681, 0.746, 0.746, 
106, 1.680, 1.680, 0.746, 0.746, 
107, 1.680, 1.679, 0.745, 0.745, 
108, 1.679, 1.679, 0.744, 0.744, 
109, 1.678, 1.678, 0.744, 0.744, 
110, 1.678, 1.678, 0.743, 0.743, 
111, 1.677, 1.677, 0.742, 0.742, 
112, 1.676, 1.676, 0.742, 0.742, 
113, 1.676, 1.676, 0.741, 0.741, 
114, 1.675, 1.675, 0.740, 0.740, 
115, 1.674, 1.674, 0.740, 0.740, 
116, 1.674, 1.674, 0.739, 0.739, 
117, 1.673, 1.673, 0.738, 0.738, 
118, 1.672, 1.672, 0.738, 0.738, 
119, 1.672, 1.672, 0.737, 0.737, 
120, 1.671, 1.671, 0.736, 0.736, 
121, 1.670, 1.670, 0.736, 0.736, 
122, 1.670, 1.670, 0.735, 0.735, 
123, 1.669, 1.669, 0.734, 0.734, 
124, 1.668, 1.668, 0.734, 0.734, 
125, 1.668, 1.668, 0.733, 0.733, 
126, 1.667, 1.667, 0.732, 0.732, 
127, 1.666, 1.666, 0.732, 0.732, 
128, 1.666, 1.666, 0.731, 0.731, 
129, 1.665, 1.665, 0.730, 0.730, 
130, 1.664, 1.664, 0.730, 0.730, 
131, 1.664, 1.664, 0.729, 0.729, 
132, 1.663, 1.663, 0.728, 0.728, 
133, 1.662, 1.662, 0.728, 0.728, 
134, 1.662, 1.662, 0.727, 0.727, 
135, 1.661, 1.661, 0.726, 0.726, 
136, 1.660, 1.660, 0.726, 0.726, 
137, 1.660, 1.660, 0.725, 0.725, 
138, 1.659, 1.659, 0.724, 0.724, 
139, 1.658, 1.658, 0.724, 0.724, 
140, 1.658, 1.658, 0.723, 0.723, 
141, 1.657, 1.657, 0.722, 0.722, 
142, 1.656, 1.656, 0.722, 0.722, 
143, 1.656, 1.656, 0.721, 0.721, 
144, 1.655, 1.655, 0.720, 0.720, 
145, 1.654, 1.654, 0.720, 0.720, 
146, 1.654, 1.654, 0.719, 0.719, 
147, 1.653, 1.653, 0.718, 0.718, 
148, 1.652, 1.652, 0.718, 0.718, 
149, 1.652, 1.652, 0.717, 0.717, 
150, 1.651, 1.651, 0.716, 0.716, 
150, 1.651, 1.650, 0.716, 0.716, 
150, 1.651, 1.650, 0.716, 0.715, 
150, 1.651, 1.650, 0.716, 0.715, 
150, 1.651, 1.650, 0.716, 0.715, 
150, 1.651, 1.650, 0.716, 0.716, 
150, 1.651, 1.650, 0.716, 0.716, 
150, 1.651, 1.651, 0.716, 0.717, 
150, 1.651, 1.651, 0.716, 0.717, 
150, 1.651, 1.652, 0.716, 0.717, 
150, 1.651, 1.652, 0.716, 0.717, 
150, 1.651, 1.652, 0.716, 0.717, 
150, 1.651, 1.651, 0.716, 0.717, 
150, 1.651, 1.651, 0.716, 0.717, 
150, 1.651, 1.651, 0.716, 0.716, 
150, 1.651, 1.650, 0.716, 0.716, 
150, 1.651, 1.650, 0.716, 0.716, 
150, 1.651, 1.650, 0.716, 0.716, 
150, 1.651, 1.650, 0.716, 0.716, 
150, 1.651, 1.650, 0.716, 0.716, 
150, 1.651, 1.651, 0.716, 0.716, 
150, 1.651, 1.651, 0.716, 0.717, 
150, 1.651, 1.651, 0.716, 0.717, 
150, 1.651, 1.651, 0.716, 0.717, 
150, 1.651, 1.651, 0.716, 0.717, 
150, 1.651, 1.651, 0.716, 0.717, 
150, 1.651, 1.651, 0.716, 0.717, 
150, 1.651, 1.651, 0.716, 0.716, 
150, 1.651, 1.651, 0.716, 0.716, 
150, 1.651, 1.651, 0.716, 0.716, 
150, 1.651, 1.651, 0.716, 0.716, 
150, 1.651, 1.651, 0.716, 0.716, 
150, 1.651, 1.651, 0.716, 0.716, 
150, 1.651, 1.651, 0.716, 0.716, 
150, 1.651, 1.651, 0.716, 0.716, 
150, 1.651, 1.651, 0.716, 0.717, 
150, 1.651, 1.651, 0.716, 0.717, 
150, 1.651, 1.651, 0.716, 0.717, 
